,ssim,hssim,uqi
0,0.004033576940957825,0.1035958267668574,0.9928157289973427
1,0.004033576940957825,0.08990421470940124,0.9850306673939557
2,0.9255826466803742,0.23255655403316047,0.9941106928976599
3,0.8565349271725445,0.13390261509582405,0.9881226649928794
