,ssim,hssim,uqi
0,0.9999922804363157,0.13161516821695549,0.9870719751447303
1,0.00403360823309598,0.09771741841830288,0.9817138364434803
2,0.874379505716684,0.31645197780642514,0.9932789481047776
3,0.85692450926798,0.17171945312255585,0.9859690747248926
